,Attendees,Sex,Average_height,Average_weight,Sport,Team
785,71,M,179.0,78.12676056338029,Sailing,Portugal
786,71,M,178.4788732394366,72.30985915492958,Swimming,Singapore
787,71,M,191.18309859154928,89.1830985915493,Volleyball,Soviet Union
788,71,M,173.4788732394366,76.07042253521126,Wrestling,Australia
789,70,M,177.5142857142857,72.48571428571428,Athletics,Pakistan
790,70,F,168.97142857142856,60.07142857142857,Athletics,Turkey
791,70,F,172.52857142857144,66.51428571428572,Canoeing,Germany
792,70,M,184.95714285714286,81.57142857142857,Canoeing,Norway
793,70,F,165.0,56.47142857142857,Cross Country Skiing,Czechoslovakia
794,70,F,165.4,55.25714285714286,Cross Country Skiing,East Germany
795,70,M,177.4142857142857,67.88571428571429,Cross Country Skiing,Spain
796,70,M,172.44285714285715,67.95714285714286,Cycling,Iran
797,70,F,154.0142857142857,42.75714285714286,Gymnastics,Belarus
798,70,M,188.92857142857142,88.8,Handball,Yugoslavia
799,70,M,176.81428571428572,83.15714285714286,Shooting,India
800,70,F,165.4,58.52857142857143,Short Track Speed Skating,China
801,70,F,163.38571428571427,57.142857142857146,Short Track Speed Skating,Italy
802,70,M,177.14285714285714,67.28571428571429,Ski Jumping,Italy
803,70,F,188.22857142857143,73.5,Volleyball,Russia
804,70,M,169.21428571428572,72.36428571428571,Wrestling,India
805,69,M,175.57971014492753,66.1304347826087,Athletics,Zimbabwe
806,69,M,179.63768115942028,89.85507246376811,Bobsleigh,Great Britain-1
807,69,M,183.17391304347825,82.1304347826087,Canoeing,Czech Republic
808,69,M,176.14492753623188,69.97101449275362,Cycling,Brazil
809,69,M,178.08695652173913,73.6086956521739,Cycling,Hungary
810,69,M,179.55072463768116,71.20289855072464,Cycling,Ukraine
811,69,M,171.2608695652174,66.72463768115942,Cycling,Venezuela
812,69,M,177.9855072463768,73.57971014492753,Football,Soviet Union
813,69,M,193.4927536231884,96.56521739130434,Handball,Croatia
814,69,M,186.84057971014494,88.43478260869566,Handball,Tunisia
815,69,M,184.17391304347825,87.20289855072464,Ice Hockey,Belarus
816,69,M,173.1159420289855,81.20289855072464,Shooting,Peru
817,69,M,190.66666666666666,85.02898550724638,Swimming,Croatia
818,69,F,173.768115942029,65.8695652173913,Volleyball,Peru
819,69,F,175.97101449275362,71.79710144927536,Volleyball,Soviet Union
820,68,M,180.6764705882353,86.82352941176471,Alpine Skiing,Czech Republic
821,68,F,179.55882352941177,68.61764705882354,Basketball,South Korea
822,68,F,165.91176470588235,57.044117647058826,Biathlon,China
823,68,M,172.14705882352942,62.10294117647059,Boxing,Turkey
824,68,M,170.98529411764707,63.88235294117647,Boxing,Uganda
825,68,F,168.55882352941177,64.86764705882354,Canoeing,Great Britain
826,68,F,158.39705882352942,52.720588235294116,Diving,Australia
827,68,F,166.35294117647058,58.75,Fencing,South Korea
828,68,M,175.47058823529412,71.02941176470588,Short Track Speed Skating,United States
829,68,M,177.52941176470588,62.911764705882355,Ski Jumping,Russia
830,68,M,177.26470588235293,61.44117647058823,Ski Jumping,Slovenia
831,68,M,176.27941176470588,74.83823529411765,Speed Skating,Austria
832,68,M,197.14705882352942,88.75,Volleyball,Netherlands
833,67,M,178.56716417910448,75.41791044776119,Alpine Skiing,Argentina
834,67,M,179.59701492537314,75.61194029850746,Alpine Skiing,West Germany
835,67,M,176.53731343283582,67.34328358208955,Athletics,Botswana
836,67,M,185.73134328358208,88.55223880597015,Athletics,Iceland
837,67,M,185.13432835820896,89.88059701492537,Baseball,Australia
838,67,M,179.9402985074627,83.07462686567165,Baseball,Chinese Taipei
839,67,M,175.43283582089552,66.25373134328358,Cross Country Skiing,South Korea
840,67,F,162.38805970149255,55.343283582089555,Football,Japan
841,67,M,178.92537313432837,83.77611940298507,Judo,United States
842,67,M,178.40298507462686,77.91044776119404,Shooting,West Germany
843,67,M,172.86567164179104,71.43283582089552,Short Track Speed Skating,Italy
844,67,F,161.9402985074627,57.134328358208954,Short Track Speed Skating,United States
845,67,M,187.11940298507463,81.55223880597015,Swimming,Bulgaria
846,67,F,168.6417910447761,56.44776119402985,Synchronized Swimming,Canada
847,67,M,183.92537313432837,84.31343283582089,Water Polo,Romania
848,67,M,177.08955223880596,81.67164179104478,Wrestling,Georgia
849,66,M,194.21212121212122,90.53030303030303,Basketball,Canada
850,66,M,181.95454545454547,80.01515151515152,Canoeing,Denmark
851,66,M,178.92424242424244,74.93939393939394,Fencing,Spain
852,66,M,187.4090909090909,92.8030303030303,Handball,Brazil
853,66,F,175.1818181818182,69.12121212121212,Handball,China
854,66,M,175.96969696969697,75.8030303030303,Ice Hockey,Romania
855,66,M,175.1060606060606,75.46969696969697,Wrestling,Great Britain
856,65,M,180.90769230769232,76.9076923076923,Athletics,Cote d'Ivoire
857,65,M,183.52307692307693,78.6923076923077,Athletics,Slovakia
858,65,M,191.8923076923077,85.72307692307692,Basketball,Poland
859,65,F,166.1846153846154,57.76923076923077,Biathlon,Slovenia
860,65,M,183.75384615384615,76.61538461538461,Biathlon,Switzerland
861,65,M,180.56923076923076,86.64615384615385,Bobsleigh,Italy-2
862,65,M,179.53846153846155,76.9076923076923,Canoeing,Belgium
863,65,M,183.63076923076923,81.61538461538461,Canoeing,China
864,65,M,177.6153846153846,77.46153846153847,Shooting,East Germany
865,65,F,164.63076923076923,54.63076923076923,Short Track Speed Skating,South Korea
866,65,F,169.75384615384615,64.43076923076923,Speed Skating,Sweden
867,65,F,176.55384615384617,73.03076923076924,Water Polo,Australia
868,65,F,172.52307692307693,65.29230769230769,Water Polo,Russia
869,65,M,172.7846153846154,76.29230769230769,Wrestling,China
870,65,M,175.24615384615385,79.41538461538461,Wrestling,Kazakhstan
871,65,M,172.0,73.76923076923077,Wrestling,Yugoslavia
872,64,M,172.296875,62.125,Boxing,Morocco
873,64,M,172.09375,61.953125,Boxing,Puerto Rico
874,64,M,189.390625,89.546875,Handball,Egypt
875,64,F,166.71875,60.671875,Hockey,South Africa
876,64,M,176.15625,83.0625,Judo,South Korea
877,64,M,182.375,74.484375,Modern Pentathlon,United States
878,64,M,177.203125,81.703125,Sailing,Soviet Union
879,64,F,165.140625,66.3125,Shooting,Australia
880,64,M,180.015625,83.96875,Shooting,Czech Republic
881,64,F,165.359375,59.921875,Shooting,Germany
882,64,M,175.1875,70.984375,Short Track Speed Skating,China
883,64,F,158.546875,50.859375,Short Track Speed Skating,Japan
884,64,M,179.859375,78.03125,Speed Skating,Poland
885,64,F,173.484375,64.46875,Swimming,South Africa
886,63,M,180.88888888888889,78.53968253968254,Alpine Skiing,Germany
887,63,M,175.82539682539684,64.88888888888889,Athletics,Tunisia
888,63,M,176.984126984127,73.23809523809524,Canoeing,Austria
889,63,M,176.36507936507937,69.23809523809524,Cycling,Ireland
890,63,F,163.14285714285714,55.142857142857146,Diving,Great Britain
891,63,F,169.4920634920635,59.3968253968254,Equestrianism,Australia
892,63,M,176.12698412698413,72.06349206349206,Fencing,Mexico
893,63,F,157.4126984126984,50.38095238095238,Gymnastics,Yugoslavia
894,63,M,189.17460317460316,88.22222222222223,Handball,Romania
895,63,M,181.36507936507937,74.68253968253968,Modern Pentathlon,Great Britain
896,63,F,162.14285714285714,53.492063492063494,Shooting,South Korea
897,63,M,172.77777777777777,64.46031746031746,Short Track Speed Skating,South Korea
898,63,F,175.85714285714286,65.33333333333333,Swimming,Czech Republic
899,63,F,171.11111111111111,57.3968253968254,Synchronized Swimming,Russia
900,63,F,178.0952380952381,75.28571428571429,Water Polo,United States
901,63,M,164.12698412698413,68.1984126984127,Weightlifting,China
902,63,M,168.1904761904762,75.97619047619048,Weightlifting,Italy
903,62,M,178.67741935483872,69.88709677419355,Athletics,Antigua and Barbuda
904,62,M,180.91935483870967,74.79032258064517,Athletics,Denmark
905,62,M,184.70967741935485,82.79032258064517,Athletics,Latvia
906,62,M,179.40322580645162,70.59677419354838,Athletics,Sierra Leone
907,62,M,181.93548387096774,85.7258064516129,Baseball,South Korea
908,62,M,173.93548387096774,64.8225806451613,Boxing,Algeria
909,62,M,173.3548387096774,71.30645161290323,Canoeing,Japan
910,62,F,169.7258064516129,63.32258064516129,Canoeing,United States
911,62,M,177.41935483870967,72.93548387096774,Football,Tunisia
912,62,F,160.70967741935485,55.96774193548387,Hockey,Japan
913,62,M,180.93548387096774,71.64516129032258,Modern Pentathlon,Hungary
914,62,M,177.88709677419354,66.62903225806451,Nordic Combined,Czech Republic
915,62,M,177.1290322580645,74.0,Sailing,Japan
916,62,M,182.56451612903226,79.69354838709677,Sailing,West Germany
917,62,F,164.66129032258064,61.596774193548384,Shooting,Russia
918,62,F,171.5,62.67741935483871,Swimming,Austria
919,62,F,167.3548387096774,56.54838709677419,Synchronized Swimming,United States
920,62,M,189.32258064516128,82.0,Volleyball,Tunisia
921,61,F,169.11475409836066,59.9344262295082,Athletics,South Africa
922,61,F,165.672131147541,56.32786885245902,Biathlon,Bulgaria
923,61,M,172.37704918032787,64.0327868852459,Boxing,Brazil
924,61,M,178.45901639344262,71.42622950819673,Cross Country Skiing,East Germany
925,61,M,189.0983606557377,81.31147540983606,Rowing,China
926,61,M,172.9344262295082,76.49180327868852,Shooting,Cuba
927,61,M,176.11475409836066,80.78688524590164,Shooting,Greece
928,61,M,177.08196721311475,78.06557377049181,Shooting,Ukraine
929,61,M,178.95081967213116,68.1311475409836,Ski Jumping,Sweden
930,61,F,168.88524590163934,62.557377049180324,Speed Skating,East Germany
931,61,M,193.0655737704918,87.1639344262295,Swimming,Lithuania
932,61,M,186.81967213114754,79.37704918032787,Swimming,Turkey
933,60,M,176.35,75.225,Alpine Skiing,Finland
934,60,F,170.3,64.26666666666667,Alpine Skiing,Norway
935,60,F,173.38333333333333,62.65,Athletics,Lithuania
936,60,M,199.26666666666668,101.03333333333333,Basketball,Argentina
937,60,M,178.23333333333332,69.85,Biathlon,Slovakia
938,60,M,180.38333333333333,86.9,Bobsleigh,Italy-1
939,60,M,178.95,74.15,Cross Country Skiing,Slovakia
940,60,M,181.3,76.13333333333334,Cycling,Czech Republic
941,60,F,172.5,60.516666666666666,Equestrianism,Netherlands
942,60,M,186.41666666666666,85.9,Handball,Czechoslovakia
943,60,F,168.28333333333333,64.85,Ice Hockey,Germany
944,60,M,191.23333333333332,89.16666666666667,Rowing,Russia
945,60,F,163.23333333333332,60.53333333333333,Shooting,France
946,60,F,171.95,68.88333333333334,Softball,Australia
947,60,F,169.98333333333332,67.38333333333334,Softball,Canada
948,60,F,171.11666666666667,65.95,Softball,China
949,60,M,191.96666666666667,84.85,Volleyball,Egypt
950,60,F,181.43333333333334,70.28333333333333,Volleyball,Italy
951,60,M,176.2,74.75,Water Polo,Japan
952,60,M,168.95,89.08333333333333,Weightlifting,Soviet Union
953,60,M,176.63333333333333,81.73333333333333,Wrestling,Belarus
954,60,M,173.8,79.28333333333333,Wrestling,Egypt
955,60,M,167.61666666666667,66.06666666666666,Wrestling,Mexico
956,59,F,168.135593220339,61.898305084745765,Athletics,Trinidad and Tobago
957,59,F,171.28813559322035,61.74576271186441,Athletics,Unified Team
958,59,M,194.11864406779662,93.1864406779661,Basketball,Angola
959,59,M,175.1864406779661,68.89830508474576,Biathlon,Bulgaria
960,59,M,180.22033898305085,72.03389830508475,Biathlon,Czechoslovakia
961,59,F,156.77966101694915,53.152542372881356,Biathlon,Japan
962,59,F,168.38983050847457,60.20338983050848,Biathlon,Sweden
963,59,M,175.20338983050848,68.33898305084746,Boxing,Russia
964,59,F,171.08474576271186,65.7457627118644,Canoeing,Australia
965,59,M,173.89830508474577,70.0677966101695,Diving,Australia
966,59,M,172.40677966101694,68.50847457627118,Equestrianism,Portugal
967,59,F,167.3050847457627,64.13559322033899,Ice Hockey,Switzerland
968,59,M,177.83050847457628,70.30508474576271,Modern Pentathlon,France
969,59,M,174.6271186440678,75.10169491525424,Shooting,Belarus
970,59,F,165.79661016949152,64.8135593220339,Softball,Japan
971,59,M,183.16949152542372,79.08474576271186,Swimming,Egypt
972,59,M,177.40677966101694,68.50847457627118,Swimming,Malaysia
973,59,M,189.52542372881356,84.66101694915254,Volleyball,Czechoslovakia
974,59,M,171.6949152542373,89.79661016949153,Weightlifting,Australia
975,59,M,173.42372881355934,77.52542372881356,Wrestling,Azerbaijan
976,58,F,169.39655172413794,64.93103448275862,Athletics,Argentina
977,58,F,172.36206896551724,67.25862068965517,Athletics,Czechoslovakia
978,58,F,186.43103448275863,74.05172413793103,Basketball,Russia
979,58,F,169.8793103448276,60.03448275862069,Biathlon,Romania
980,58,M,182.01724137931035,88.12068965517241,Bobsleigh,Austria-1
981,58,M,181.63793103448276,83.03448275862068,Canoeing,New Zealand
982,58,M,176.39655172413794,74.10344827586206,Football,Honduras
983,58,F,166.67241379310346,63.258620689655174,Ice Hockey,China
984,58,M,180.27586206896552,90.29310344827586,Judo,Hungary
985,58,F,173.75862068965517,67.98275862068965,Rowing,Poland
986,58,M,174.48275862068965,72.6896551724138,Shooting,Belgium
987,58,M,171.1206896551724,65.48275862068965,Shooting,Philippines
988,58,M,170.68965517241378,63.793103448275865,Short Track Speed Skating,Japan
989,58,M,172.91379310344828,70.60344827586206,Ski Jumping,Czechoslovakia
990,58,M,182.20689655172413,74.32758620689656,Swimming,United States Virgin Islands
991,58,M,184.27586206896552,80.46551724137932,Swimming,Yugoslavia
992,58,M,185.79310344827587,86.01724137931035,Water Polo,West Germany
993,58,M,173.6206896551724,96.26724137931035,Weightlifting,Germany
994,58,M,170.51724137931035,84.1896551724138,Weightlifting,Greece
995,57,M,176.87719298245614,75.29824561403508,Alpine Skiing,Andorra
996,57,F,167.50877192982455,60.01754385964912,Alpine Skiing,Argentina
997,57,M,178.66666666666666,83.03508771929825,Alpine Skiing,Croatia
998,57,M,169.43859649122808,59.70175438596491,Boxing,Japan
999,57,M,170.6140350877193,67.45614035087719,Boxing,Nigeria
1000,57,F,167.26315789473685,60.26315789473684,Cycling,Russia
1001,57,M,173.80701754385964,72.56140350877193,Cycling,Uruguay
1002,57,F,159.89473684210526,51.98245614035088,Diving,Mexico
1003,57,M,178.19298245614036,73.71929824561404,Equestrianism,Austria
1004,57,F,166.64912280701753,61.96491228070175,Fencing,Soviet Union
1005,57,F,176.5438596491228,70.24561403508773,Handball,Romania
1006,57,M,192.75438596491227,96.14035087719299,Handball,Russia
1007,57,M,175.03508771929825,70.56140350877193,Modern Pentathlon,Mexico
1008,57,M,183.78947368421052,83.3859649122807,Rowing,Brazil
1009,57,M,177.140350877193,74.87719298245614,Speed Skating,China
1010,57,M,174.71929824561403,76.94736842105263,Wrestling,East Germany
1011,56,M,175.58928571428572,74.58928571428571,Alpine Skiing,Poland
1012,56,M,182.41071428571428,77.67857142857143,Archery,United States
1013,56,M,174.82142857142858,68.80357142857143,Athletics,Dominican Republic
1014,56,F,159.19642857142858,47.589285714285715,Diving,China
1015,56,M,166.16071428571428,57.857142857142854,Diving,China
1016,56,F,170.66071428571428,61.82142857142857,Fencing,Canada
1017,56,F,161.55357142857142,54.625,Fencing,Japan
1018,56,M,178.0,77.60714285714286,Freestyle Skiing,United States
1019,56,F,152.53571428571428,46.94642857142857,Gymnastics,Cuba
1020,56,M,172.39285714285714,65.57142857142857,Gymnastics,Norway
1021,56,F,174.21428571428572,67.19642857142857,Handball,United States
1022,56,M,175.91071428571428,72.76785714285714,Hockey,France
1023,56,M,176.71428571428572,79.85714285714286,Judo,Australia
1024,56,M,175.91071428571428,82.05357142857143,Judo,Mongolia
1025,56,M,178.05357142857142,68.65178571428571,Modern Pentathlon,Finland
1026,56,M,182.92857142857142,82.58928571428571,Sailing,Ireland
1027,56,M,175.67857142857142,75.60714285714286,Speed Skating,Australia
1028,56,F,168.26785714285714,63.5,Swimming,Ireland
1029,55,F,165.12727272727273,60.127272727272725,Alpine Skiing,Spain
1030,55,M,185.43636363636364,82.91818181818182,Athletics,Unified Team
1031,55,M,177.87272727272727,70.63636363636364,Cross Country Skiing,Ukraine
1032,55,F,167.92727272727274,64.41818181818182,Cycling,China
1033,55,M,176.36363636363637,64.92727272727272,Fencing,Hong Kong
1034,55,M,177.8909090909091,71.03636363636363,Modern Pentathlon,Italy
1035,55,M,182.01818181818183,80.65454545454546,Sailing,Hungary
1036,55,M,175.70909090909092,66.67272727272727,Swimming,Chinese Taipei
1037,55,M,184.38181818181818,74.0,Swimming,Romania
1038,55,M,172.8,91.41818181818182,Weightlifting,Finland
1039,55,M,167.3090909090909,75.86363636363636,Weightlifting,Romania
1040,55,M,175.03636363636363,78.81818181818181,Wrestling,Switzerland
1041,54,F,160.8148148148148,58.03703703703704,Alpine Skiing,Japan
1042,54,M,177.05555555555554,87.55555555555556,Archery,Italy
1043,54,F,166.5185185185185,57.74074074074074,Athletics,Chinese Taipei
1044,54,F,163.87037037037038,52.7962962962963,Athletics,Thailand
1045,54,M,184.88888888888889,79.0925925925926,Basketball,Japan
1046,54,M,179.66666666666666,90.18518518518519,Bobsleigh,Great Britain-2
1047,54,M,174.90740740740742,66.79629629629629,Boxing,Finland
1048,54,M,172.25925925925927,72.51851851851852,Canoeing,Mexico
1049,54,F,164.1851851851852,54.18518518518518,Cross Country Skiing,China
1050,54,F,170.72222222222223,60.98148148148148,Cycling,Italy
1051,54,F,169.27777777777777,65.05555555555556,Football,Canada
1052,54,M,180.16666666666666,75.38888888888889,Football,Portugal
1053,54,M,176.05555555555554,74.81481481481481,Freestyle Skiing,Canada
1054,54,F,159.2962962962963,54.888888888888886,Gymnastics,Portugal
1055,54,M,182.2037037037037,78.66666666666667,Handball,Japan
1056,54,M,179.83333333333334,90.33333333333333,Judo,Poland
1057,54,M,174.87037037037038,82.12962962962963,Wrestling,Czechoslovakia
1058,53,M,176.32075471698113,77.98113207547169,Alpine Skiing,Greece
1059,53,M,178.24528301886792,71.52830188679245,Athletics,Israel
1060,53,M,174.0188679245283,67.33962264150944,Boxing,Egypt
1061,53,M,185.54716981132074,85.88679245283019,Canoeing,Kazakhstan
1062,53,M,181.0,76.11320754716981,Fencing,Egypt
1063,53,M,173.45283018867926,67.62264150943396,Football,Guatemala
1064,53,M,178.11320754716982,73.66037735849056,Football,Iraq
1065,53,M,189.32075471698113,90.13207547169812,Handball,Soviet Union
1066,53,M,177.81132075471697,76.33962264150944,Hockey,South Africa
1067,53,M,176.52830188679246,83.30188679245283,Judo,Canada
1068,53,M,183.32075471698113,74.0377358490566,Modern Pentathlon,Sweden
1069,53,M,180.75471698113208,76.0754716981132,Rowing,Mexico
1070,53,F,174.0566037735849,75.86792452830188,Softball,United States
1071,53,M,183.9811320754717,76.47169811320755,Swimming,Iceland
1072,53,F,167.32075471698113,56.867924528301884,Synchronized Swimming,Australia
1073,52,M,171.3846153846154,72.28846153846153,Alpine Skiing,Spain
1074,52,M,170.65384615384616,63.05769230769231,Athletics,Ecuador
1075,52,M,171.40384615384616,58.65384615384615,Athletics,Guatemala
1076,52,M,175.48076923076923,64.46153846153847,Athletics,Malaysia
1077,52,F,171.0,59.23076923076923,Athletics,Norway
1078,52,F,167.80769230769232,56.86538461538461,Biathlon,Finland
1079,52,M,182.78846153846155,88.48076923076923,Bobsleigh,Austria-2
1080,52,F,170.69230769230768,66.25,Canoeing,Sweden
1081,52,M,172.65384615384616,71.1923076923077,Diving,Canada
1082,52,F,164.67307692307693,56.11538461538461,Diving,Germany
1083,52,M,173.51923076923077,69.46153846153847,Diving,Germany
1084,52,M,172.75,69.65384615384616,Equestrianism,Bulgaria
1085,52,F,165.59615384615384,55.59615384615385,Equestrianism,France
1086,52,M,175.69230769230768,69.4423076923077,Fencing,Kuwait
1087,52,M,180.84615384615384,84.76923076923077,Luge,Austria
1088,52,M,175.15384615384616,77.61538461538461,Shooting,Israel
1089,52,M,177.76923076923077,75.86538461538461,Snowboarding,Canada
1090,52,M,177.94230769230768,72.38461538461539,Speed Skating,France
1091,52,F,173.09615384615384,62.11538461538461,Swimming,Slovenia
1092,52,F,168.92307692307693,56.17307692307692,Synchronized Swimming,Italy
1093,52,F,177.65384615384616,70.34615384615384,Water Polo,Hungary
1094,52,F,174.5,70.01923076923077,Water Polo,Italy
1095,52,M,168.09615384615384,80.5576923076923,Weightlifting,Cuba
1096,52,M,174.3653846153846,78.13461538461539,Wrestling,Uzbekistan
1097,51,M,178.5686274509804,78.09803921568627,Alpine Skiing,Iceland
1098,51,F,169.92156862745097,65.88235294117646,Archery,China
1099,51,M,183.68627450980392,81.41176470588235,Athletics,Slovenia
1100,51,M,181.41176470588235,90.11764705882354,Bobsleigh,Romania
1101,51,M,171.72549019607843,59.84313725490196,Boxing,Mongolia
1102,51,M,174.11764705882354,73.17647058823529,Cycling,Cuba
1103,51,F,167.92156862745097,58.07843137254902,Equestrianism,Switzerland
1104,51,M,175.88235294117646,72.80392156862744,Fencing,Lebanon
1105,51,M,177.45098039215685,74.6078431372549,Football,Czechoslovakia
1106,51,M,178.13725490196077,74.82352941176471,Football,East Germany
1107,51,M,182.13725490196077,78.56862745098039,Football,Sweden
1108,51,M,179.58823529411765,73.94117647058823,Football,West Germany
1109,51,M,179.9607843137255,77.17647058823529,Hockey,United States
1110,51,M,171.94117647058823,63.1764705882353,Nordic Combined,Italy
1111,51,M,186.2941176470588,83.62745098039215,Rowing,Belgium
1112,51,M,169.72549019607843,58.72549019607843,Ski Jumping,South Korea
1113,51,F,176.41176470588235,65.47058823529412,Swimming,Iceland
1114,51,M,188.11764705882354,81.25490196078431,Swimming,Kazakhstan
1115,51,M,171.68627450980392,63.94117647058823,Swimming,United Arab Emirates
1116,51,F,169.15686274509804,60.15686274509804,Swimming,Venezuela
1117,51,M,171.52941176470588,86.41176470588235,Weightlifting,Iran
1118,50,F,162.78,54.54,Athletics,Ghana
1119,50,M,182.2,81.34,Athletics,Iran
1120,50,F,173.76,61.72,Athletics,Latvia
1121,50,M,175.48,66.08,Athletics,Zambia
1122,50,M,195.96,89.06,Basketball,Czechoslovakia
1123,50,M,178.28,73.84,Biathlon,Soviet Union
1124,50,M,182.0,93.86,Bobsleigh,Canada-1
1125,50,M,184.64,94.7,Bobsleigh,Germany-1
1126,50,M,176.22,68.36,Boxing,Kazakhstan
1127,50,M,166.26,55.74,Boxing,Philippines
1128,50,F,168.18,61.24,Canoeing,France
1129,50,M,180.58,77.92,Canoeing,Netherlands
1130,50,M,171.8,63.1,Cycling,Ethiopia
1131,50,M,178.54,74.7,Cycling,Yugoslavia
1132,50,M,171.62,67.5,Diving,Italy
1133,50,F,175.84,69.1,Handball,Denmark
1134,50,M,177.14,76.38,Snowboarding,Switzerland
1135,50,M,175.92,70.56,Speed Skating,Great Britain
1136,50,F,167.64,56.3,Swimming,Puerto Rico
1137,50,M,185.36,84.86,Water Polo,France
1138,49,F,165.0,58.857142857142854,Archery,Chinese Taipei
1139,49,M,184.69387755102042,77.91836734693878,Athletics,Kazakhstan
1140,49,F,164.71428571428572,51.285714285714285,Athletics,Morocco
1141,49,M,188.75510204081633,82.63265306122449,Basketball,Hungary
1142,49,M,179.12244897959184,74.3265306122449,Biathlon,West Germany
1143,49,M,185.81632653061226,96.0204081632653,Bobsleigh,Germany-2
1144,49,M,166.20408163265307,59.59183673469388,Boxing,Spain
1145,49,M,174.75510204081633,70.26530612244898,Equestrianism,Hungary
1146,49,F,168.6530612244898,62.16326530612245,Football,Australia
1147,49,F,169.30612244897958,63.142857142857146,Football,Norway
1148,49,F,161.0,66.89795918367346,Judo,Japan
1149,49,M,182.20408163265307,81.89795918367346,Luge,United States
1150,49,M,173.10204081632654,75.3061224489796,Shooting,Colombia
1151,49,F,160.3877551020408,53.0,Shooting,Japan
1152,49,F,168.28571428571428,59.38775510204081,Short Track Speed Skating,Netherlands
1153,49,M,174.22448979591837,75.91836734693878,Wrestling,Austria
1154,48,F,169.77083333333334,65.5625,Alpine Skiing,Czech Republic
1155,48,F,163.89583333333334,58.395833333333336,Archery,Japan
1156,48,M,179.5625,73.5625,Athletics,Fiji
1157,48,M,186.45833333333334,91.09375,Baseball,Canada
1158,48,M,192.85416666666666,87.77083333333333,Basketball,Cuba
1159,48,F,175.375,67.58333333333333,Basketball,Japan
1160,48,M,178.8125,71.3125,Biathlon,East Germany
1161,48,M,172.16666666666666,65.5625,Boxing,Kenya
1162,48,F,168.9375,60.791666666666664,Cross Country Skiing,Slovenia
1163,48,M,176.45833333333334,71.39583333333333,Fencing,Iran
1164,48,M,175.47916666666666,71.16666666666667,Fencing,Venezuela
1165,48,M,179.1875,76.20833333333333,Football,Germany
1166,48,M,174.25,68.70833333333333,Football,Iran
1167,48,F,165.54166666666666,59.697916666666664,Freestyle Skiing,Canada
1168,48,F,165.66666666666666,60.375,Freestyle Skiing,United States
1169,48,M,172.08333333333334,67.375,Gymnastics,Israel
1170,48,M,165.5,63.666666666666664,Gymnastics,Unified Team
1171,48,F,166.22916666666666,64.75,Judo,France
1172,48,M,178.02083333333334,80.54166666666667,Luge,Italy
1173,48,F,170.45833333333334,50.25,Rhythmic Gymnastics,Bulgaria
1174,48,M,186.22916666666666,78.72916666666667,Rowing,Ireland
1175,48,F,165.5,62.041666666666664,Shooting,Bulgaria
1176,48,M,175.66666666666666,76.75,Shooting,Egypt
1177,48,M,176.0,79.1875,Shooting,Puerto Rico
1178,48,F,170.125,58.479166666666664,Swimming,Bulgaria
1179,48,F,169.39583333333334,55.708333333333336,Synchronized Swimming,Spain
1180,48,M,193.20833333333334,88.875,Volleyball,Canada
1181,48,M,186.70833333333334,85.8125,Water Polo,Canada
1182,47,M,178.82978723404256,75.44680851063829,Alpine Skiing,New Zealand
1183,47,M,168.51063829787233,65.82978723404256,Alpine Skiing,Turkey
1184,47,M,179.80851063829786,73.68085106382979,Archery,France
1185,47,M,178.17021276595744,78.70212765957447,Archery,South Korea
1186,47,M,177.04255319148936,73.92553191489361,Athletics,Kuwait
1187,47,M,176.19148936170214,68.51063829787235,Athletics,Luxembourg
1188,47,F,171.17021276595744,61.08510638297872,Athletics,Uzbekistan
1189,47,F,173.06382978723406,64.17021276595744,Athletics,Yugoslavia
1190,47,M,186.06382978723406,77.87234042553192,Basketball,South Korea
1191,47,F,167.29787234042553,58.319148936170215,Biathlon,Kazakhstan
1192,47,M,181.10638297872342,75.12765957446808,Biathlon,Kazakhstan
1193,47,M,178.31914893617022,75.63829787234043,Canoeing,Switzerland
1194,47,M,167.61702127659575,63.255319148936174,Cycling,Malaysia
1195,47,M,172.82978723404256,64.36170212765957,Equestrianism,South Korea
1196,47,M,183.72340425531914,79.70212765957447,Fencing,Ukraine
1197,47,M,182.2127659574468,76.12765957446808,Football,Denmark
1198,47,M,191.38297872340425,95.36170212765957,Handball,Slovenia
1199,47,F,173.7872340425532,70.12765957446808,Handball,Spain
1200,47,M,185.04255319148936,92.68085106382979,Judo,Netherlands
1201,47,F,167.51063829787233,47.808510638297875,Rhythmic Gymnastics,Spain
1202,47,M,174.68085106382978,81.08510638297872,Shooting,Brazil
1203,47,M,174.38297872340425,80.76595744680851,Shooting,Portugal
1204,47,M,176.82978723404256,79.53191489361703,Shooting,San Marino
1205,47,M,180.95744680851064,73.61702127659575,Swimming,Czechoslovakia
1206,47,M,187.4468085106383,77.27659574468085,Swimming,Kyrgyzstan
1207,47,M,188.10638297872342,78.72340425531915,Swimming,Norway
1208,47,M,172.2127659574468,77.44680851063829,Wrestling,Armenia
1209,46,M,179.19565217391303,79.5,Archery,Australia
1210,46,M,187.5,87.32608695652173,Athletics,Lithuania
1211,46,F,171.19565217391303,60.32608695652174,Athletics,Slovenia
1212,46,M,202.19565217391303,98.54347826086956,Basketball,Croatia
1213,46,F,182.2608695652174,75.02173913043478,Basketball,Cuba
1214,46,M,190.1086956521739,83.21739130434783,Basketball,Mexico
1215,46,M,171.52173913043478,62.47826086956522,Boxing,Ghana
