,Attendees,Sex,Average_height,Average_weight,Sport,Team
0,2135,M,181.94519906323185,77.06697892271663,Athletics,United States
1,1031,M,181.3443258971872,74.70417070805044,Athletics,Great Britain
2,842,F,170.37410926365797,61.96318289786223,Athletics,United States
3,805,M,179.38136645962732,72.56273291925466,Athletics,France
4,733,M,182.35743519781718,77.44611186903138,Athletics,Germany
5,695,M,180.0244604316547,75.2589928057554,Athletics,Finland
6,695,M,187.53956834532374,82.39568345323741,Swimming,United States
7,661,M,168.5249621785174,64.93948562783662,Gymnastics,United States
8,642,M,163.22585669781932,58.898753894081,Gymnastics,Japan
9,625,F,174.2,63.9824,Swimming,United States
10,620,M,181.23709677419356,75.50483870967741,Athletics,Sweden
11,611,F,169.69558101472995,60.37806873977087,Athletics,Great Britain
12,581,M,169.08777969018934,63.721170395869194,Gymnastics,France
13,539,M,179.9925788497217,73.45640074211502,Athletics,Italy
14,525,M,181.0457142857143,74.2,Athletics,Canada
15,525,M,186.40761904761905,81.44571428571429,Swimming,Australia
16,519,M,174.2466281310212,65.44508670520231,Athletics,Japan
17,518,F,171.56756756756758,61.95945945945946,Swimming,Australia
18,515,M,181.25242718446603,76.91844660194175,Athletics,Poland
19,512,M,168.18359375,62.33984375,Gymnastics,Bulgaria
20,504,M,181.0297619047619,78.0515873015873,Athletics,Soviet Union
21,499,M,181.61523046092185,74.19839679358718,Athletics,Australia
22,493,M,184.78904665314403,78.74442190669372,Swimming,Great Britain
23,486,F,155.12962962962962,47.31687242798354,Gymnastics,United States
24,470,M,167.69148936170214,66.54042553191489,Gymnastics,Italy
25,467,M,188.57173447537474,84.46466809421841,Rowing,United States
26,466,F,170.9785407725322,62.03004291845494,Swimming,Great Britain
27,458,M,168.41921397379912,63.75545851528384,Gymnastics,Romania
28,445,M,167.41123595505618,63.00674157303371,Gymnastics,Switzerland
29,430,F,172.06744186046512,64.43255813953489,Athletics,Germany
30,422,M,169.00947867298578,63.53791469194313,Gymnastics,Hungary
31,421,F,171.6128266033254,61.14489311163896,Swimming,Canada
32,408,M,178.12254901960785,70.23039215686275,Athletics,Spain
33,406,F,154.2807881773399,45.556650246305416,Gymnastics,Romania
34,395,F,151.32911392405063,43.87341772151899,Gymnastics,Japan
35,393,M,185.323155216285,80.34351145038168,Swimming,Canada
36,388,M,166.06443298969072,61.873711340206185,Gymnastics,Germany
37,378,M,164.37566137566137,59.7010582010582,Gymnastics,South Korea
38,378,M,185.66666666666666,77.80423280423281,Swimming,Italy
39,371,F,165.4043126684636,57.36388140161725,Swimming,Japan
40,370,M,168.65675675675675,65.34594594594594,Gymnastics,Great Britain
41,367,F,158.9782016348774,49.63487738419619,Gymnastics,Hungary
42,365,M,181.42739726027398,79.0931506849315,Athletics,Hungary
43,364,M,162.94505494505495,57.05494505494506,Gymnastics,China
44,362,F,156.16298342541435,49.049723756906076,Gymnastics,Canada
45,359,M,169.35654596100278,64.94150417827298,Gymnastics,Soviet Union
46,357,F,169.82913165266106,59.80112044817927,Athletics,Australia
47,357,M,186.40056022408965,79.53221288515407,Swimming,France
48,350,F,157.23714285714286,49.12285714285714,Gymnastics,France
49,347,M,181.14121037463977,75.79538904899135,Fencing,France
50,342,M,181.72222222222223,85.53508771929825,Ice Hockey,United States
51,341,M,176.9824046920821,71.78592375366568,Swimming,Japan
52,340,F,155.93235294117648,50.726470588235294,Gymnastics,Great Britain
53,338,M,168.66272189349112,63.53846153846154,Gymnastics,Poland
54,338,M,188.86686390532543,86.2396449704142,Rowing,Great Britain
55,338,M,184.5532544378698,78.10355029585799,Swimming,Hungary
56,335,M,176.96119402985076,70.66567164179105,Cross Country Skiing,Finland
57,333,M,181.95195195195194,76.34834834834835,Athletics,Jamaica
58,332,M,174.53614457831324,64.08734939759036,Athletics,Kenya
59,331,F,168.79456193353474,58.99093655589124,Athletics,Canada
60,327,F,172.45565749235473,63.14678899082569,Athletics,Russia
61,326,M,167.98466257668713,63.69938650306749,Gymnastics,Czechoslovakia
62,323,M,167.43962848297213,63.860681114551085,Gymnastics,Canada
63,322,F,169.59006211180125,59.72981366459627,Athletics,Jamaica
64,319,F,175.87774294670845,65.77115987460814,Swimming,Netherlands
65,318,M,185.26100628930817,83.42138364779875,Rowing,Italy
66,317,M,171.45425867507888,64.64511041009463,Gymnastics,Finland
67,316,F,169.22784810126583,58.73101265822785,Athletics,France
68,312,M,188.84935897435898,85.2948717948718,Rowing,Australia
69,311,M,182.9614147909968,78.07073954983923,Fencing,United States
70,310,M,181.4258064516129,84.06612903225806,Ice Hockey,Finland
71,308,M,181.08441558441558,76.98376623376623,Fencing,Italy
72,307,F,169.8110749185668,61.30944625407166,Athletics,Poland
73,305,M,185.08524590163935,79.5967213114754,Swimming,Brazil
74,305,F,172.727868852459,63.43934426229508,Swimming,China
75,303,F,158.25082508250824,48.55115511551155,Gymnastics,Bulgaria
76,302,M,180.29470198675497,71.54966887417218,Athletics,Brazil
77,302,F,170.00331125827816,64.97682119205298,Athletics,Soviet Union
78,300,M,182.16,77.24,Fencing,Hungary
79,296,M,178.86148648648648,72.95945945945945,Cycling,France
80,295,F,158.6406779661017,50.50508474576271,Gymnastics,Czechoslovakia
81,295,F,159.64745762711865,52.76271186440678,Gymnastics,Poland
82,295,M,182.79661016949152,86.49830508474577,Ice Hockey,Canada
83,292,M,179.7876712328767,73.17808219178082,Cycling,Great Britain
84,291,M,178.88659793814432,73.90034364261169,Fencing,Poland
85,291,M,183.00343642611685,84.9381443298969,Ice Hockey,Sweden
86,289,F,156.92387543252596,48.8477508650519,Gymnastics,Italy
87,287,F,156.9512195121951,48.292682926829265,Gymnastics,Soviet Union
88,285,M,179.37894736842105,74.15789473684211,Cycling,Australia
89,284,M,190.07042253521126,84.49647887323944,Swimming,Germany
90,283,M,168.63957597173146,65.92932862190813,Gymnastics,Spain
91,277,F,149.15162454873646,39.83393501805054,Gymnastics,China
92,277,F,172.9025270758123,61.151624548736464,Swimming,France
93,271,F,177.41328413284134,65.45018450184502,Swimming,Germany
94,270,F,174.77407407407406,63.84074074074074,Swimming,Sweden
95,268,M,189.37686567164178,85.03358208955224,Rowing,Canada
96,266,F,171.13533834586465,58.91353383458647,Swimming,Italy
97,266,M,185.8233082706767,79.2406015037594,Swimming,Sweden
98,265,M,181.55849056603773,77.88301886792453,Athletics,Greece
99,264,M,180.85227272727272,73.89393939393939,Cross Country Skiing,Sweden
100,262,M,183.293893129771,76.87404580152672,Swimming,Soviet Union
101,261,M,180.15325670498083,75.08045977011494,Cross Country Skiing,United States
102,256,M,175.96875,69.9296875,Cross Country Skiing,Italy
103,256,M,185.69140625,81.73046875,Rowing,France
104,253,M,180.25296442687747,74.99604743083005,Cycling,United States
105,253,M,181.10276679841897,76.6403162055336,Fencing,Great Britain
106,252,M,174.36904761904762,78.46825396825396,Wrestling,United States
107,251,M,183.003984063745,76.2988047808765,Cycling,Netherlands
108,248,M,190.54435483870967,86.56854838709677,Rowing,Germany
109,248,M,179.06048387096774,82.88709677419355,Shooting,United States
110,246,M,180.5569105691057,77.8821138211382,Athletics,Cuba
111,246,M,179.6341463414634,76.59756097560975,Athletics,Czechoslovakia
112,246,M,167.2560975609756,65.63821138211382,Gymnastics,Cuba
113,245,M,178.73877551020408,82.96326530612245,Alpine Skiing,United States
114,244,F,170.64754098360655,66.14754098360656,Athletics,China
115,244,M,184.5737704918033,80.59426229508196,Athletics,West Germany
116,243,F,167.52674897119343,63.17695473251029,Alpine Skiing,United States
117,242,F,166.28925619834712,58.0,Cross Country Skiing,Finland
118,240,M,185.525,81.97916666666667,Athletics,Russia
119,240,M,167.43333333333334,62.46666666666667,Gymnastics,East Germany
120,240,M,170.6,65.43333333333334,Gymnastics,West Germany
121,239,M,176.94142259414227,73.17991631799163,Hockey,Spain
122,238,F,172.44957983193277,62.38655462184874,Athletics,Ukraine
123,238,F,154.7310924369748,47.09243697478992,Gymnastics,Australia
124,238,M,179.47058823529412,76.6218487394958,Speed Skating,United States
125,236,M,187.50423728813558,85.2542372881356,Rowing,Poland
126,235,F,166.5659574468085,58.92765957446809,Cross Country Skiing,Sweden
127,234,M,182.31623931623932,75.1880341880342,Cross Country Skiing,Norway
128,232,M,177.3706896551724,71.87068965517241,Cycling,Italy
129,232,M,171.58620689655172,69.78017241379311,Speed Skating,Japan
130,231,F,152.021645021645,41.83116883116883,Gymnastics,Spain
131,229,M,177.70305676855895,79.68122270742359,Alpine Skiing,Switzerland
132,226,M,175.641592920354,69.429203539823,Cross Country Skiing,Switzerland
133,226,M,181.49557522123894,78.49115044247787,Hockey,Netherlands
134,223,M,166.12107623318386,62.74439461883408,Gymnastics,Russia
135,223,F,166.39013452914799,61.12107623318386,Speed Skating,United States
136,222,M,197.44594594594594,94.72972972972973,Basketball,United States
137,220,M,179.4,82.19090909090909,Alpine Skiing,Austria
138,220,M,177.4227272727273,79.18636363636364,Alpine Skiing,Italy
139,220,F,169.1,57.50454545454546,Athletics,Italy
140,219,M,178.74885844748857,75.52054794520548,Hockey,Australia
141,219,M,189.6255707762557,84.46575342465754,Rowing,Netherlands
142,218,M,188.61009174311926,80.39908256880734,Swimming,Russia
143,217,M,173.76497695852535,63.45622119815668,Athletics,Mexico
144,215,M,181.76279069767443,75.97209302325581,Athletics,Norway
145,215,F,171.7767441860465,61.325581395348834,Swimming,Hungary
146,213,F,168.2488262910798,62.74647887323944,Alpine Skiing,Austria
147,212,M,180.91037735849056,75.59905660377359,Athletics,Nigeria
148,212,M,183.49056603773585,80.18867924528301,Speed Skating,Netherlands
149,211,F,170.82464454976304,60.62559241706161,Athletics,Romania
150,211,F,160.34597156398104,56.61611374407583,Speed Skating,Japan
151,210,F,177.45714285714286,70.81904761904762,Rowing,United States
152,208,M,175.93269230769232,69.07692307692308,Equestrianism,France
153,207,M,169.76328502415458,67.56521739130434,Gymnastics,Yugoslavia
154,206,M,179.89805825242718,70.66990291262135,Athletics,Belgium
155,206,M,177.93203883495147,71.5,Swimming,Mexico
156,205,M,180.66341463414633,75.1609756097561,Swimming,Spain
157,204,M,189.08333333333334,80.58333333333333,Swimming,Netherlands
158,203,F,160.55172413793105,49.7192118226601,Gymnastics,Germany
159,202,M,180.02475247524754,73.88118811881188,Athletics,Switzerland
160,201,F,166.53731343283582,57.80597014925373,Cross Country Skiing,United States
161,201,M,179.7910447761194,76.14427860696517,Hockey,Great Britain
162,200,F,177.645,72.41,Rowing,Romania
163,199,M,186.28140703517587,84.95979899497488,Rowing,Soviet Union
164,198,M,171.64141414141415,66.92929292929293,Hockey,India
165,197,M,177.39086294416245,77.80203045685279,Alpine Skiing,France
166,197,M,171.75634517766497,76.58121827411168,Wrestling,Bulgaria
167,196,M,178.5,75.45408163265306,Cycling,Poland
168,196,M,184.41326530612244,78.48979591836735,Swimming,China
169,195,M,181.3230769230769,73.73333333333333,Athletics,South Africa
170,195,M,181.75384615384615,78.45128205128205,Canoeing,United States
171,195,F,170.37948717948717,59.45128205128205,Cross Country Skiing,Norway
172,194,M,183.50515463917526,83.69072164948453,Canoeing,Hungary
173,194,M,177.33505154639175,71.87628865979381,Cross Country Skiing,France
174,193,M,180.89637305699483,76.95854922279793,Canoeing,France
175,193,M,181.13471502590673,73.30051813471502,Cycling,Denmark
176,193,M,177.720207253886,71.83419689119171,Cycling,Spain
177,193,M,170.40414507772022,75.48704663212435,Wrestling,Japan
178,192,M,168.19270833333334,62.947916666666664,Cross Country Skiing,Japan
179,191,F,171.71204188481676,62.31937172774869,Swimming,East Germany
180,189,M,181.42857142857142,81.4973544973545,Canoeing,Poland
181,189,M,181.57142857142858,83.87301587301587,Ice Hockey,Norway
182,188,M,188.00531914893617,79.48404255319149,Swimming,West Germany
183,188,M,189.65425531914894,90.87234042553192,Water Polo,Hungary
184,188,M,174.9468085106383,81.0372340425532,Wrestling,Hungary
185,187,M,181.3101604278075,77.90374331550802,Cycling,Germany
186,187,M,182.40106951871658,79.52941176470588,Speed Skating,Norway
187,186,M,180.55376344086022,83.34408602150538,Ice Hockey,Switzerland
188,186,M,172.61827956989248,76.8763440860215,Wrestling,Turkey
189,185,F,170.2972972972973,66.68648648648649,Athletics,Cuba
190,185,M,176.5027027027027,67.78378378378379,Athletics,Portugal
191,184,M,184.07608695652175,82.15760869565217,Athletics,East Germany
192,184,M,180.89673913043478,79.57608695652173,Canoeing,Canada
193,184,M,173.0923913043478,68.82065217391305,Hockey,Pakistan
194,184,M,186.47282608695653,84.93478260869566,Water Polo,Italy
195,183,F,167.55191256830602,63.666666666666664,Alpine Skiing,Switzerland
196,183,M,179.1639344262295,81.80327868852459,Ice Hockey,Czechoslovakia
197,183,F,171.82513661202185,64.57377049180327,Speed Skating,Netherlands
198,182,F,173.07142857142858,66.06043956043956,Athletics,East Germany
199,182,M,173.35714285714286,58.879120879120876,Athletics,Ethiopia
200,182,M,175.05494505494505,79.14285714285714,Shooting,Italy
201,181,M,175.73480662983425,75.77900552486187,Ice Hockey,Poland
202,180,F,170.87777777777777,64.57222222222222,Athletics,Bulgaria
203,180,F,159.36666666666667,46.266666666666666,Gymnastics,East Germany
204,179,M,179.26256983240222,76.51396648044692,Fencing,Soviet Union
205,179,F,169.59217877094972,64.72625698324022,Speed Skating,Canada
206,179,F,171.11173184357543,59.5195530726257,Swimming,Spain
207,178,F,166.19662921348313,60.98876404494382,Alpine Skiing,France
208,178,M,169.12359550561797,66.52247191011236,Gymnastics,Australia
209,177,M,179.02824858757063,74.94915254237289,Athletics,Trinidad and Tobago
210,177,M,179.57627118644066,72.51977401129943,Cycling,Belgium
211,177,F,170.34463276836158,62.19774011299435,Swimming,Soviet Union
212,177,M,173.4915254237288,75.85028248587571,Wrestling,Finland
213,176,M,180.9659090909091,70.88068181818181,Athletics,China
214,176,M,178.10227272727272,72.07386363636364,Equestrianism,Great Britain
215,174,F,167.04597701149424,63.55172413793103,Alpine Skiing,Canada
216,173,F,169.67052023121389,60.0,Athletics,Hungary
217,173,M,190.58959537572255,91.15606936416185,Water Polo,United States
218,172,F,166.62790697674419,55.593023255813954,Cross Country Skiing,Italy
219,172,M,166.79651162790697,60.4593023255814,Gymnastics,Ukraine
220,172,M,181.2674418604651,85.06976744186046,Ice Hockey,Germany
221,171,F,166.23976608187135,61.71345029239766,Alpine Skiing,Italy
222,171,M,181.1169590643275,73.06432748538012,Athletics,Ireland
223,171,M,180.91228070175438,81.19298245614036,Canoeing,Romania
224,170,M,181.46470588235294,81.04705882352941,Canoeing,Australia
225,170,M,179.0235294117647,71.51176470588236,Equestrianism,United States
226,170,F,151.90588235294118,42.07058823529412,Gymnastics,Russia
227,169,M,181.07692307692307,71.89940828402366,Biathlon,Norway
228,169,M,175.14201183431953,67.09467455621302,Boxing,United States
229,169,M,175.18343195266272,68.6508875739645,Equestrianism,Italy
230,169,M,188.79881656804733,86.75739644970415,Rowing,New Zealand
231,168,M,179.20238095238096,71.45833333333333,Cycling,Switzerland
232,168,M,184.45238095238096,82.38095238095238,Rowing,Czechoslovakia
233,165,F,167.14545454545456,61.193939393939395,Athletics,Nigeria
234,165,F,177.38181818181818,70.2060606060606,Rowing,Great Britain
235,165,M,173.53939393939393,74.87878787878788,Wrestling,Iran
236,164,M,192.3109756097561,86.0,Volleyball,Brazil
237,163,M,184.73006134969324,83.3680981595092,Canoeing,Germany
238,163,F,167.98159509202455,58.95092024539877,Cross Country Skiing,Canada
239,163,M,180.0245398773006,78.66871165644172,Speed Skating,Canada
240,162,M,177.49382716049382,72.54320987654322,Football,Brazil
241,161,M,181.055900621118,84.87577639751552,Ice Hockey,Austria
242,161,F,175.2111801242236,68.29813664596273,Rowing,Canada
243,160,M,197.5125,95.04375,Basketball,Australia
244,159,M,179.53459119496856,82.62264150943396,Alpine Skiing,Canada
245,159,M,178.9433962264151,85.52830188679245,Shooting,Australia
246,159,M,170.8993710691824,60.40251572327044,Ski Jumping,Japan
247,158,M,181.20886075949366,76.60759493670886,Athletics,Bahamas
248,158,M,183.01898734177215,77.38607594936708,Athletics,Netherlands
249,158,M,176.40506329113924,70.9113924050633,Equestrianism,Australia
250,158,M,185.84810126582278,78.17721518987342,Swimming,Poland
251,158,M,174.15189873417722,78.84177215189874,Wrestling,Poland
252,157,M,175.98089171974522,77.65605095541402,Shooting,France
253,156,F,175.4102564102564,61.69230769230769,Swimming,Russia
254,155,M,179.38064516129032,72.58064516129032,Cross Country Skiing,Germany
255,155,F,173.4967741935484,61.26451612903226,Swimming,West Germany
256,155,M,188.1225806451613,89.34838709677419,Water Polo,Australia
257,154,F,167.6818181818182,56.76623376623377,Athletics,Spain
258,154,M,182.1883116883117,76.22077922077922,Biathlon,Sweden
259,154,M,170.77272727272728,62.81818181818182,Equestrianism,Japan
260,154,F,160.6818181818182,48.59090909090909,Gymnastics,West Germany
261,154,M,176.78571428571428,64.03896103896103,Ski Jumping,Finland
262,153,F,169.66666666666666,60.13398692810458,Athletics,Finland
263,153,M,181.28758169934642,78.0,Canoeing,Great Britain
264,153,M,179.2156862745098,81.90196078431373,Ice Hockey,Soviet Union
265,152,M,185.92763157894737,84.48684210526316,Athletics,Ukraine
266,152,F,166.71052631578948,58.51315789473684,Cross Country Skiing,Poland
267,152,M,180.53947368421052,79.72368421052632,Shooting,Sweden
268,152,M,172.70394736842104,77.64473684210526,Wrestling,Romania
269,151,M,180.79470198675497,85.05960264900662,Alpine Skiing,Norway
270,151,F,172.72847682119206,66.3112582781457,Athletics,Belarus
271,151,M,180.94701986754967,76.25827814569537,Cycling,New Zealand
272,151,M,179.08609271523179,73.15894039735099,Fencing,Romania
273,151,M,176.2185430463576,75.13907284768212,Hockey,Argentina
274,149,M,178.06040268456377,70.81879194630872,Biathlon,France
275,148,F,171.58783783783784,60.5945945945946,Athletics,West Germany
276,148,M,178.22972972972974,78.89189189189189,Canoeing,Spain
277,148,M,181.42567567567568,79.0,Hockey,Germany
278,148,M,178.35135135135135,76.07432432432432,Hockey,New Zealand
279,148,M,176.73648648648648,78.50675675675676,Shooting,Finland
280,148,M,177.99324324324326,81.37837837837837,Shooting,Hungary
281,147,M,180.2925170068027,74.0,Biathlon,United States
282,147,M,186.31292517006804,82.93197278911565,Rowing,Switzerland
283,146,F,164.04109589041096,54.773972602739725,Gymnastics,Netherlands
284,145,F,161.97241379310344,50.282758620689656,Athletics,Japan
285,145,M,180.69655172413792,73.60689655172413,Equestrianism,Germany
286,145,M,174.13103448275862,69.92758620689655,Equestrianism,Mexico
287,145,M,184.0,77.71724137931035,Fencing,Germany
288,145,M,175.91034482758621,69.8896551724138,Football,Mexico
289,145,M,170.4896551724138,69.57931034482759,Gymnastics,Luxembourg
290,145,F,167.17241379310346,63.55862068965517,Speed Skating,Germany
291,144,M,175.68055555555554,63.958333333333336,Athletics,Morocco
292,144,M,180.53472222222223,79.79166666666667,Canoeing,Italy
293,144,M,176.38888888888889,77.11111111111111,Shooting,China
294,144,M,185.36111111111111,83.88888888888889,Water Polo,Spain
295,143,M,184.16083916083917,78.06293706293707,Biathlon,Austria
296,143,M,179.33566433566435,73.62237762237763,Cross Country Skiing,Canada
297,143,M,171.74825174825176,66.8951048951049,Cycling,Colombia
298,143,F,169.0,57.53146853146853,Fencing,France
299,143,M,171.3146853146853,65.11888111888112,Gymnastics,Sweden
300,143,M,181.87412587412587,81.1958041958042,Sailing,United States
301,143,M,185.12587412587413,75.64335664335664,Swimming,East Germany
302,143,M,185.6013986013986,86.74825174825175,Water Polo,Greece
303,142,F,167.49295774647888,59.809859154929576,Athletics,Brazil
304,142,M,176.45070422535213,68.28873239436619,Athletics,South Korea
305,142,M,175.42253521126761,68.64788732394366,Biathlon,Italy
306,142,M,176.25352112676057,72.78873239436619,Equestrianism,Switzerland
307,142,F,167.69014084507043,58.08450704225352,Equestrianism,United States
308,142,M,188.9718309859155,91.0,Handball,Spain
309,142,F,166.69718309859155,61.352112676056336,Hockey,Australia
310,141,M,170.92198581560282,71.09219858156028,Alpine Skiing,Japan
311,141,M,195.87234042553192,90.7517730496454,Basketball,Spain
312,140,M,181.27857142857144,75.49285714285715,Athletics,Yugoslavia
313,140,F,169.55,63.2,Fencing,United States
314,140,M,181.5,80.22857142857143,Sailing,Great Britain
315,140,M,178.65714285714284,68.47857142857143,Ski Jumping,United States
316,140,F,174.55,63.42142857142857,Swimming,Denmark
317,140,F,174.25,65.02142857142857,Volleyball,Japan
318,139,F,171.94244604316546,61.388489208633096,Athletics,Netherlands
319,139,M,183.15107913669064,79.77697841726619,Canoeing,Sweden
320,139,M,177.3453237410072,71.71223021582733,Equestrianism,Spain
321,139,M,178.9568345323741,74.51079136690647,Hockey,Belgium
322,139,F,167.28776978417267,57.2589928057554,Swimming,Mexico
323,139,M,169.71942446043167,68.86330935251799,Wrestling,South Korea
324,138,M,180.6086956521739,74.46376811594203,Athletics,New Zealand
325,138,F,168.81159420289856,61.27536231884058,Hockey,Netherlands
326,138,M,179.97826086956522,82.22463768115942,Shooting,Germany
327,137,M,181.62043795620437,78.9051094890511,Sailing,Sweden
328,136,F,170.83823529411765,61.955882352941174,Athletics,Greece
329,136,M,184.30882352941177,76.86764705882354,Fencing,China
330,136,M,185.46323529411765,90.71323529411765,Ice Hockey,Slovakia
331,136,M,178.3235294117647,75.6029411764706,Speed Skating,Finland
332,135,M,196.34814814814814,92.94814814814815,Basketball,Brazil
333,135,F,167.5185185185185,56.51111111111111,Cross Country Skiing,Germany
334,135,F,178.15555555555557,68.24444444444444,Rowing,Netherlands
335,134,M,165.7537313432836,61.05223880597015,Gymnastics,Belarus
336,134,M,185.2462686567164,90.30597014925372,Ice Hockey,Czech Republic
337,134,M,184.6417910447761,90.07462686567165,Ice Hockey,Russia
338,134,M,169.6492537313433,66.94029850746269,Shooting,Japan
339,133,M,178.06766917293234,77.57142857142857,Alpine Skiing,Sweden
340,133,M,181.6766917293233,78.72932330827068,Fencing,Canada
341,133,F,168.98496240601503,60.142857142857146,Fencing,Italy
342,133,M,178.17293233082708,73.72932330827068,Football,Italy
343,133,M,176.593984962406,70.84210526315789,Football,Japan
344,133,M,187.77443609022558,84.50375939849624,Rowing,East Germany
345,133,M,189.0300751879699,86.58646616541354,Rowing,West Germany
346,133,M,179.85714285714286,66.7218045112782,Ski Jumping,Austria
347,133,M,182.25563909774436,77.50375939849624,Speed Skating,Sweden
348,133,M,171.31578947368422,75.24812030075188,Wrestling,Soviet Union
349,132,F,181.2348484848485,71.46212121212122,Volleyball,United States
350,130,M,181.40769230769232,77.61538461538461,Sailing,France
351,130,M,188.46923076923076,84.23076923076923,Swimming,South Africa
352,130,M,194.30769230769232,87.93076923076923,Volleyball,Italy
353,129,M,178.7751937984496,75.57364341085271,Athletics,Argentina
354,129,M,178.89147286821705,71.68217054263566,Athletics,Ghana
355,129,M,195.36434108527132,90.8062015503876,Volleyball,United States
356,128,M,178.7734375,72.53125,Cross Country Skiing,Russia
357,128,F,168.5625,61.53125,Equestrianism,Great Britain
358,128,M,181.53125,79.78125,Sailing,Brazil
359,128,M,176.0,77.3515625,Shooting,Great Britain
360,128,M,176.921875,82.984375,Wrestling,Sweden
361,127,F,169.46456692913387,64.19685039370079,Alpine Skiing,Germany
362,127,M,172.79527559055117,69.91338582677166,Cycling,Japan
363,127,M,180.8503937007874,82.01574803149606,Ice Hockey,France
364,127,M,186.86614173228347,86.33858267716535,Rowing,Romania
365,127,M,180.16535433070865,79.16535433070867,Sailing,Italy
366,126,M,172.6031746031746,69.5079365079365,Equestrianism,Soviet Union
367,126,F,178.73809523809524,70.88888888888889,Rowing,Australia
368,125,M,173.864,66.168,Boxing,Cuba
369,125,M,174.08,70.912,Cross Country Skiing,Poland
370,125,M,176.648,73.176,Cycling,Argentina
371,125,M,178.728,71.616,Cycling,Canada
372,125,M,179.176,73.768,Equestrianism,Brazil
373,125,M,179.608,72.688,Football,South Korea
374,125,M,173.136,70.264,Shooting,South Korea
375,125,M,173.072,64.008,Ski Jumping,Poland
376,124,M,180.32258064516128,71.88709677419355,Athletics,Senegal
377,124,F,166.7741935483871,57.32258064516129,Cross Country Skiing,Russia
378,124,M,161.0483870967742,57.564516129032256,Gymnastics,North Korea
379,124,M,181.54032258064515,80.91935483870968,Sailing,Canada
380,124,M,175.36290322580646,78.70967741935483,Wrestling,Canada
381,123,M,182.65040650406505,74.47967479674797,Cross Country Skiing,Estonia
382,123,M,178.14634146341464,75.69918699186992,Cycling,Soviet Union
383,123,F,150.54471544715446,45.03252032520325,Gymnastics,Brazil
384,123,M,176.5772357723577,78.3821138211382,Shooting,Canada
385,123,M,179.739837398374,65.78048780487805,Ski Jumping,Norway
386,122,M,178.48360655737704,72.43442622950819,Cross Country Skiing,Austria
387,122,M,179.327868852459,73.6639344262295,Cross Country Skiing,Kazakhstan
388,122,F,165.01639344262296,57.4344262295082,Equestrianism,Canada
389,122,M,179.37704918032787,76.0,Football,United States
390,122,M,172.28688524590163,72.00819672131148,Ice Hockey,Japan
391,122,F,179.74590163934425,71.36065573770492,Rowing,Germany
392,122,M,181.41803278688525,81.01639344262296,Sailing,Australia
393,121,M,177.7520661157025,71.38842975206612,Biathlon,Finland
394,121,F,152.12396694214877,42.8099173553719,Gymnastics,Ukraine
395,121,M,190.0082644628099,89.86776859504133,Handball,Sweden
396,121,M,185.54545454545453,80.58264462809917,Swimming,Finland
397,120,M,179.81666666666666,80.95833333333333,Sailing,Spain
398,120,M,175.75,67.49166666666666,Swimming,Philippines
399,119,F,183.57983193277312,72.76470588235294,Basketball,United States
400,119,M,179.2689075630252,79.47899159663865,Ice Hockey,West Germany
401,119,M,173.87394957983193,79.5126050420168,Shooting,Spain
402,118,M,182.46610169491527,78.73728813559322,Athletics,Austria
403,118,M,180.58474576271186,75.87288135593221,Biathlon,Germany
404,118,M,178.78813559322035,72.49152542372882,Equestrianism,Canada
405,118,M,177.47457627118644,72.36440677966101,Football,Argentina
406,118,M,184.83050847457628,78.64406779661017,Swimming,Switzerland
407,118,F,181.4406779661017,68.90677966101696,Volleyball,Brazil
408,117,M,178.10256410256412,76.23076923076923,Alpine Skiing,Great Britain
409,117,M,174.12820512820514,68.45299145299145,Boxing,Poland
410,117,M,179.24786324786325,78.71794871794872,Shooting,Austria
411,117,F,175.03418803418805,65.21367521367522,Volleyball,South Korea
412,116,M,175.35344827586206,70.73275862068965,Cross Country Skiing,Soviet Union
413,116,M,176.70689655172413,70.45689655172414,Equestrianism,Ireland
414,116,F,169.3448275862069,59.543103448275865,Fencing,Hungary
415,115,F,160.94782608695652,53.55652173913043,Gymnastics,Sweden
416,115,M,174.3913043478261,74.59130434782608,Shooting,Poland
417,114,M,178.75438596491227,73.15789473684211,Rowing,Japan
418,114,F,170.7719298245614,61.24561403508772,Swimming,Belgium
419,113,M,175.86725663716814,66.60176991150442,Athletics,Algeria
420,113,M,181.95575221238937,76.80530973451327,Fencing,West Germany
421,113,F,153.31858407079645,47.336283185840706,Gymnastics,Mexico
422,113,F,170.41592920353983,62.92035398230089,Hockey,Germany
423,113,F,167.141592920354,62.68141592920354,Hockey,Great Britain
424,112,F,167.58928571428572,66.66071428571429,Alpine Skiing,Sweden
425,112,M,183.71428571428572,82.58928571428571,Athletics,Bulgaria
426,112,M,179.28571428571428,80.50892857142857,Baseball,Japan
427,112,F,166.65178571428572,57.11607142857143,Biathlon,Germany
428,112,F,160.67857142857142,54.19642857142857,Cross Country Skiing,Japan
429,112,M,179.59821428571428,76.75892857142857,Fencing,Argentina
430,112,M,180.65178571428572,83.11607142857143,Ice Hockey,Italy
431,112,M,177.9375,73.96428571428571,Speed Skating,Italy
432,112,M,187.98214285714286,80.04464285714286,Swimming,Greece
433,111,M,182.3063063063063,86.13513513513513,Baseball,Cuba
434,111,F,168.4144144144144,56.3963963963964,Cross Country Skiing,Switzerland
